nome,genero,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presença_comissao,ausencia_justificada_comissao,ausencia_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem,avatar
ARTHUR DE OLIVEIRA MAIA DA SILVA,M,17/08/1964,76 dias,6 dias,10 dias,28 reuniões,3 reuniões,4 reuniões,373847.63,35308.01,40284.32,38045.65,42004.01,39008.65,42234.93,39329.37,39706.79,28272.13,24268.9,5384.87,NaN,429409.29000000004,1068263.22,35308.01,40284.32,38045.65,42004.01,39008.65,42234.93,39329.37,39706.79,28272.13,24268.9,5384.87,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160600.jpg
JOSE AROLDO SOUZA MARTINS,M,03/07/1961,82 dias,7 dias,3 dias,11 reuniões,3 reuniões,9 reuniões,298716.92,31512.26,37662.65,36689.17,28982.93,39208.71,34863.74,19929.95,17257.74,26924.82,25684.95,0.0,NaN,427590.45999999996,1108830.41,31512.26,37662.65,36689.17,28982.93,39208.71,34863.74,19929.95,17257.74,26924.82,25684.95,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204414.jpg
ARTHUR CÉSAR PEREIRA DE LIRA,M,25/06/1969,74 dias,18 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,176874.01,16589.4,24456.7,24580.67,25462.74,25368.31,17145.09,10852.76,12044.58,18813.51,1271.15,289.1,NaN,450385.10000000003,1114717.2,16589.4,24456.7,24580.67,25462.74,25368.31,17145.09,10852.76,12044.58,18813.51,1271.15,289.1,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160541.jpg
FRANCISCO DE ASSIS CARVALHO GONÇALVES,M,09/09/1961,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/159237.jpgmaior.jpg
AUREO LIDIO MOREIRA RIBEIRO,M,17/02/1979,87 dias,1 dias,4 dias,44 reuniões,0 reuniões,1 reuniões,236214.63,13290.11,19340.29,35830.76,34360.09,77355.81,25856.64,21729.25,2536.72,3535.3,2379.66,0.0,NaN,408243.11,1093262.21,13290.11,19340.29,35830.76,34360.09,77355.81,25856.64,21729.25,2536.72,3535.3,2379.66,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160512.jpg
ÁTILA FREITAS LIRA,M,07/04/1947,78 dias,10 dias,4 dias,38 reuniões,2 reuniões,16 reuniões,362526.36,27368.18,28286.74,49504.22,57242.97,40024.49,40329.03,36082.1,38121.27,26915.69,18651.67,0.0,NaN,450689.47,1116233.2,27368.18,28286.74,49504.22,57242.97,40024.49,40329.03,36082.1,38121.27,26915.69,18651.67,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74459.jpg
ÁTILA SIDNEY LINS ALBUQUERQUE,M,22/11/1950,70 dias,4 dias,18 dias,10 reuniões,6 reuniões,52 reuniões,375647.89,40815.08,48656.08,88960.1,25226.78,25627.51,55751.96,39958.79,40308.69,8433.75,1909.15,0.0,NaN,479271.32,1101916.24,40815.08,48656.08,88960.1,25226.78,25627.51,55751.96,39958.79,40308.69,8433.75,1909.15,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74090.jpg
AUGUSTO RODRIGUES COUTINHO DE MELO,M,22/10/1962,87 dias,2 dias,3 dias,39 reuniões,2 reuniões,21 reuniões,372146.95,45160.36,50282.74,31848.38,47084.27,51557.8,50070.1,37472.37,25761.4,16881.02,15535.31,493.2,NaN,458444.80000000005,1078338.72,45160.36,50282.74,31848.38,47084.27,51557.8,50070.1,37472.37,25761.4,16881.02,15535.31,493.2,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160665.jpg
LUIZ FELIPE BALEIA TENUTO ROSSI,M,09/06/1972,79 dias,13 dias,0 dias,21 reuniões,6 reuniões,16 reuniões,268977.92,27400.21,26621.74,33713.16,35517.65,26901.38,39593.94,20224.43,23443.38,20430.29,14966.78,164.96,NaN,407478.82999999996,1047898.19,27400.21,26621.74,33713.16,35517.65,26901.38,39593.94,20224.43,23443.38,20430.29,14966.78,164.96,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178975.jpg
JOAO CARLOS BACELAR BATISTA,M,09/07/1957,82 dias,10 dias,0 dias,22 reuniões,13 reuniões,17 reuniões,313473.02,26982.79,49961.02,42450.93,40683.54,42946.51,35557.84,34806.54,38149.53,1144.94,646.88,142.5,NaN,442511.22000000003,1114175.05,26982.79,49961.02,42450.93,40683.54,42946.51,35557.84,34806.54,38149.53,1144.94,646.88,142.5,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/69871.jpg
DANIEL COSTA DE FREITAS,M,03/04/1982,77 dias,0 dias,15 dias,3 reuniões,0 reuniões,0 reuniões,294478.84,38606.89,24248.4,40255.97,47999.13,45138.9,30847.1,32894.95,25917.35,4096.46,4473.69,0.0,NaN,438655.58,1099503.46,38606.89,24248.4,40255.97,47999.13,45138.9,30847.1,32894.95,25917.35,4096.46,4473.69,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204367.jpg
DANIEL GOMES DE ALMEIDA,M,21/01/1955,90 dias,2 dias,0 dias,38 reuniões,0 reuniões,37 reuniões,355283.65,58756.35,47548.42,44459.65,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,NaN,443871.86000000004,1116596.1,58756.35,47548.42,44459.65,51389.18,32596.32,29676.29,18598.64,16188.74,14756.9,40472.41,840.75,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74060.jpg
DANIEL PIRES COELHO,M,04/11/1978,91 dias,0 dias,1 dias,6 reuniões,0 reuniões,0 reuniões,341424.15,56899.01,47545.19,47271.2,44454.63,36128.3,30323.85,32107.75,22965.49,15252.83,8475.9,0.0,NaN,458444.80000000005,1114987.92,56899.01,47545.19,47271.2,44454.63,36128.3,30323.85,32107.75,22965.49,15252.83,8475.9,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178916.jpg
DANIEL LUCIO DA SILVEIRA,M,25/11/1982,89 dias,1 dias,2 dias,87 reuniões,1 reuniões,58 reuniões,304626.81,35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,12600.99,714.18,NaN,393359.67,1050905.67,35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,12600.99,714.18,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204454.jpg
DANIEL TRZECIAK DUARTE,M,04/11/1986,86 dias,6 dias,0 dias,31 reuniões,8 reuniões,6 reuniões,212359.17,9307.83,15211.53,16366.04,39352.32,18241.57,20817.46,28100.3,16051.09,16840.25,32070.78,0.0,NaN,449634.9,1044495.31,9307.83,15211.53,16366.04,39352.32,18241.57,20817.46,28100.3,16051.09,16840.25,32070.78,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204409.jpg
DAVID BEZERRA RIBEIRO SOARES,M,21/12/1973,63 dias,11 dias,3 dias,47 reuniões,12 reuniões,4 reuniões,181458.81,NaN,NaN,31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,2321.52,300.02,NaN,319052.33999999997,1068591.77,NaN,NaN,31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,2321.52,300.02,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204511.jpg
ANTÔNIO DA LUZ FURTADO,M,06/01/1972,90 dias,1 dias,1 dias,73 reuniões,6 reuniões,17 reuniões,281008.0,34263.89,43088.49,42959.2,32920.98,47359.21,16303.12,19852.22,12243.23,8009.7,20623.41,3384.55,NaN,402394.49,1115182.54,34263.89,43088.49,42959.2,32920.98,47359.21,16303.12,19852.22,12243.23,8009.7,20623.41,3384.55,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204451.jpg
DANILO JORGE DE BARROS CABRAL,M,21/04/1967,83 dias,3 dias,6 dias,8 reuniões,6 reuniões,22 reuniões,272125.34,23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,24597.36,552.04,NaN,465995.59,1005945.69,23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,24597.36,552.04,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160528.jpg
FRANCISCO DANILO BASTOS FORTE,M,01/09/1958,86 dias,3 dias,3 dias,42 reuniões,2 reuniões,21 reuniões,397193.34,67906.91,48807.99,40578.79,52959.1,80716.86,57550.28,22707.17,9622.62,6546.36,9678.36,118.9,NaN,467328.82,1052260.59,67906.91,48807.99,40578.79,52959.1,80716.86,57550.28,22707.17,9622.62,6546.36,9678.36,118.9,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/62881.jpg
DANRLEI DE DEUS HINTERHOLZ,M,18/04/1973,50 dias,7 dias,11 dias,17 reuniões,9 reuniões,27 reuniões,205189.33,NaN,NaN,0.0,39413.57,38636.46,43580.07,37837.68,23198.87,19647.18,2875.5,0.0,NaN,328325.77999999997,702641.09,NaN,NaN,0.0,39413.57,38636.46,43580.07,37837.68,23198.87,19647.18,2875.5,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160552.jpg
DARCI DE MATOS,M,08/11/1961,80 dias,2 dias,10 dias,55 reuniões,3 reuniões,9 reuniões,258265.74,27456.09,36324.08,39593.29,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,13469.69,53.56,NaN,446097.3,1112429.82,27456.09,36324.08,39593.29,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,13469.69,53.56,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/116379.jpg
DAVID MICHAEL DOS SANTOS MIRANDA,M,10/05/1985,66 dias,15 dias,11 dias,23 reuniões,4 reuniões,7 reuniões,243844.22,35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,359.02,5613.28,0.0,NaN,393359.67000000004,937841.64,35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,359.02,5613.28,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/205548.jpg
DARCÍSIO PAULO PERONDI,M,02/04/1947,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/73891.jpgmaior.jpg
EDER MAURO CARDOSO BARRA,M,14/12/1960,79 dias,3 dias,10 dias,4 reuniões,0 reuniões,12 reuniões,325195.22,46351.28,56697.2,17871.34,52514.33,52104.65,51446.49,39019.7,6514.58,2675.65,0.0,0.0,NaN,464501.94999999995,1101131.44,46351.28,56697.2,17871.34,52514.33,52104.65,51446.49,39019.7,6514.58,2675.65,0.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178908.jpg
MARCELO EDUARDO FREITAS,M,04/03/1976,80 dias,4 dias,8 dias,66 reuniões,1 reuniões,1 reuniões,286506.3,31421.05,43796.1,33737.54,24745.4,39348.34,29355.58,26303.93,19417.0,19550.28,18173.84,657.24,NaN,397019.81,1067668.96,31421.05,43796.1,33737.54,24745.4,39348.34,29355.58,26303.93,19417.0,19550.28,18173.84,657.24,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204512.jpg
PABLO OLIVA SOUZA,M,26/07/1976,78 dias,0 dias,14 dias,112 reuniões,0 reuniões,30 reuniões,360476.1,28267.0,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.2,17440.0,988.39,281.27,NaN,494154.76,977905.08,28267.0,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.2,17440.0,988.39,281.27,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204569.jpg
FRANCISCO DEUZINHO DE OLIVEIRA FILHO,M,20/09/1975,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/213856.jpgmaior.jpg
WALDIR SOARES DE OLIVEIRA,M,28/11/1962,86 dias,6 dias,0 dias,7 reuniões,5 reuniões,44 reuniões,136906.15,14119.59,16610.96,17642.5,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,421.51,0.0,NaN,390577.66000000003,987728.92,14119.59,16610.96,17642.5,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,421.51,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/164359.jpg
DENIS ANDERSON DA ROCHA BEZERRA,M,17/03/1980,88 dias,1 dias,3 dias,69 reuniões,1 reuniões,9 reuniões,368463.52,46094.78,53674.69,52475.51,52185.85,40861.85,33475.4,24901.37,18145.39,17544.23,29104.45,0.0,NaN,481852.91000000003,1078559.49,46094.78,53674.69,52475.51,52185.85,40861.85,33475.4,24901.37,18145.39,17544.23,29104.45,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204542.jpg
DIEGO LEONARDO DE ANDRADE CARVALHO,M,08/08/1977,70 dias,22 dias,0 dias,7 reuniões,11 reuniões,9 reuniões,201719.62,27409.47,32013.45,29883.01,17554.55,41393.91,15224.17,22079.82,8663.35,7497.89,0.0,0.0,NaN,397019.81,1109625.13,27409.47,32013.45,29883.01,17554.55,41393.91,15224.17,22079.82,8663.35,7497.89,0.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160588.jpg
DIEGO ALEXSANDER GONCALO PAULA GARCIA,M,10/10/1984,89 dias,3 dias,0 dias,134 reuniões,3 reuniões,42 reuniões,254052.45,9153.29,13917.88,34929.43,39069.9,47847.45,36301.69,32663.59,20267.53,6819.55,11139.47,1942.67,NaN,427590.46,916158.19,9153.29,13917.88,34929.43,39069.9,47847.45,36301.69,32663.59,20267.53,6819.55,11139.47,1942.67,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178929.jpg
DIMAS FABIANO TOLEDO JÚNIOR,M,23/05/1973,86 dias,5 dias,1 dias,18 reuniões,3 reuniões,1 reuniões,279558.39,30575.4,29897.78,33987.99,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,11938.33,438.64,NaN,397019.81,965287.1,30575.4,29897.78,33987.99,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,11938.33,438.64,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160599.jpg
DOMINGOS GOMES DE AGUIAR NETO,M,29/04/1988,79 dias,6 dias,7 dias,30 reuniões,6 reuniões,25 reuniões,341688.98,33731.48,52313.1,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,40000.0,0.0,NaN,467013.12,1105842.15,33731.48,52313.1,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,40000.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/143632.jpg
DOMINGOS SÁVIO CAMPOS RESENDE,M,25/03/1957,87 dias,3 dias,2 dias,29 reuniões,1 reuniões,6 reuniões,307857.07,24341.19,50435.52,43947.22,32735.37,48074.76,26928.66,27300.43,24815.98,18843.4,9599.0,835.54,NaN,398237.55,1108990.28,24341.19,50435.52,43947.22,32735.37,48074.76,26928.66,27300.43,24815.98,18843.4,9599.0,835.54,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160758.jpg
CELIO ALVES DE MOURA,M,13/08/1953,88 dias,0 dias,4 dias,55 reuniões,0 reuniões,34 reuniões,433004.43,31534.98,24693.74,51336.16,56438.8,65154.84,58388.47,36339.51,45541.6,25197.73,34523.75,3854.85,NaN,434539.71,1115443.8,31534.98,24693.74,51336.16,56438.8,65154.84,58388.47,36339.51,45541.6,25197.73,34523.75,3854.85,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204370.jpg
CASSIO COELHO ANDRADE,M,12/09/1981,70 dias,22 dias,0 dias,36 reuniões,15 reuniões,25 reuniões,302152.96,21728.53,30200.32,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,51561.0,0.0,NaN,520333.77,1114161.17,21728.53,30200.32,26323.38,50683.51,58046.3,36031.58,14449.73,9264.77,3863.84,51561.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204499.jpg
JOSÉ CARLOS VERAS DOS SANTOS,M,10/08/1981,89 dias,3 dias,0 dias,42 reuniões,8 reuniões,33 reuniões,337620.48,23450.32,50658.26,60586.84,37074.81,65132.56,29707.3,34668.74,24844.59,5992.91,5504.15,0.0,NaN,463676.55,1062773.43,23450.32,50658.26,60586.84,37074.81,65132.56,29707.3,34668.74,24844.59,5992.91,5504.15,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204426.jpg
CARLOS ALBERTO ROLIM ZARATTINI,M,08/06/1959,86 dias,2 dias,4 dias,20 reuniões,1 reuniões,19 reuniões,296483.24,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,101.12,NaN,407478.82999999996,1115444.2,27151.54,32367.11,64118.33,25278.01,55777.06,28292.59,25051.27,14054.68,10433.06,13858.47,101.12,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141398.jpg
CELIO ANTONIO DA SILVEIRA,M,19/09/1959,88 dias,4 dias,0 dias,31 reuniões,1 reuniões,6 reuniões,223944.75,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,15646.41,43.69,NaN,390577.66000000003,1113420.47,18102.06,29238.3,30935.93,27982.39,31959.23,18044.17,17332.28,17806.01,16854.28,15646.41,43.69,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178876.jpg
LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,M,15/12/1973,67 dias,0 dias,25 dias,14 reuniões,0 reuniões,22 reuniões,260002.6,27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,9168.17,0.0,49.8,NaN,402643.11,1074387.81,27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,9168.17,0.0,49.8,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204450.jpg
CELIO STUDART BARBOSA,M,19/06/1987,80 dias,3 dias,9 dias,16 reuniões,3 reuniões,16 reuniões,320552.47,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14560.4,4343.55,2409.73,0.0,NaN,469482.26,1098247.56,42405.28,77088.77,34915.78,50390.81,46271.91,22564.85,25601.39,14560.4,4343.55,2409.73,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204488.jpg
CELSO SABINO DE OLIVEIRA,M,29/08/1978,77 dias,6 dias,9 dias,28 reuniões,4 reuniões,13 reuniões,323781.1,35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,5261.17,52.5,NaN,474153.64,1084859.43,35687.11,41271.47,41719.51,35533.17,53029.49,42929.38,37781.33,16249.92,14266.05,5261.17,52.5,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204496.jpg
CELSO UBIRAJARA RUSSOMANNO,M,20/08/1956,89 dias,1 dias,2 dias,30 reuniões,5 reuniões,3 reuniões,169493.77,5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,2658.79,0.0,NaN,422362.27,1026873.67,5918.88,28583.18,23440.72,32244.15,24383.53,25438.32,19954.21,5651.37,1220.62,2658.79,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/73441.jpg
CELSO MALDANER,M,30/08/1953,82 dias,5 dias,5 dias,22 reuniões,2 reuniões,1 reuniões,315392.35,24041.12,30121.77,39390.58,32327.41,41007.63,27013.34,28086.87,25892.83,21758.52,45612.04,140.24,NaN,453539.02,1104561.4,24041.12,30121.77,39390.58,32327.41,41007.63,27013.34,28086.87,25892.83,21758.52,45612.04,140.24,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141405.jpg
ANTONIO CEZAR CORREIA FREIRE,M,12/12/1973,85 dias,0 dias,7 dias,38 reuniões,0 reuniões,39 reuniões,322276.68,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,11517.09,546.06,NaN,412860.88,1112642.54,37003.29,36167.38,38256.8,50290.01,47505.37,20781.53,34316.1,29210.0,16683.05,11517.09,546.06,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204504.jpg
CHARLES FERNANDES SILVEIRA SANTANA,M,15/03/1965,90 dias,1 dias,1 dias,35 reuniões,0 reuniões,6 reuniões,316702.91,24256.26,47074.05,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,6000.0,217.28,NaN,437237.58999999997,1112836.72,24256.26,47074.05,50658.86,46560.45,48292.35,27745.84,27027.0,19586.71,19284.11,6000.0,217.28,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/205476.jpg
CHARLLES THOMACELLI EVANGELISTA,M,27/12/1984,88 dias,2 dias,2 dias,27 reuniões,5 reuniões,4 reuniões,267395.69,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,1723.33,0.0,NaN,397019.81,1059386.34,22449.08,36430.49,47122.47,36668.39,49948.09,24701.1,21331.84,25587.97,1432.93,1723.33,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204490.jpg
FRANCISCO JOSÉ D'ANGELO PINTO,M,11/02/1953,83 dias,3 dias,6 dias,31 reuniões,2 reuniões,34 reuniões,280812.5,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17785.93,4063.19,0.0,NaN,399557.42,1113229.62,31896.36,27273.29,30877.95,43620.43,41207.47,32636.24,30772.24,20679.4,17785.93,4063.19,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141439.jpg
MARCIO TADEU ANHAIA DE LEMOS,M,30/09/1965,88 dias,0 dias,4 dias,61 reuniões,0 reuniões,14 reuniões,304124.15,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,18817.49,266.37,NaN,418544.24,1088567.27,37359.64,45903.08,33260.17,32063.81,48565.66,27237.62,25482.15,17392.78,17775.38,18817.49,266.37,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204514.jpg
JOÃO FRANCISCO INÁCIO BRAZÃO,M,22/02/1962,84 dias,0 dias,8 dias,50 reuniões,0 reuniões,4 reuniões,285452.34,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18772.95,30046.34,0.0,NaN,393359.67000000004,1114045.59,5628.16,25886.77,61019.13,45809.13,49940.05,27195.38,11919.52,9234.91,18772.95,30046.34,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204476.jpg
CLÁUDIO CAJADO SAMPAIO,M,01/12/1963,81 dias,10 dias,1 dias,24 reuniões,2 reuniões,1 reuniões,307267.5,25338.77,40167.84,53444.52,42649.6,27640.24,33006.34,28893.21,31157.71,9849.66,14919.61,200.0,NaN,443593.48,1102608.0,25338.77,40167.84,53444.52,42649.6,27640.24,33006.34,28893.21,31157.71,9849.66,14919.61,200.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74537.jpg
CHRISTINO AUREO DA SILVA,M,26/04/1962,87 dias,5 dias,0 dias,22 reuniões,7 reuniões,7 reuniões,361065.66,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18252.37,37504.39,200.15,NaN,400543.11,1111010.04,35707.47,43836.64,42917.16,48167.17,53926.39,32622.07,26143.21,21788.64,18252.37,37504.39,200.15,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204440.jpg
LUIZ ARMANDO SCHROEDER REIS,M,23/06/1957,84 dias,4 dias,4 dias,40 reuniões,0 reuniões,1 reuniões,241911.22,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,671.08,NaN,451929.93,1092037.31,12148.5,26826.54,33216.85,48925.26,49749.39,25127.17,20027.71,10975.22,4534.03,9709.47,671.08,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204376.jpg
CLEBER VERDE CORDEIRO MENDES,M,10/05/1972,91 dias,1 dias,0 dias,15 reuniões,0 reuniões,19 reuniões,272909.88,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,4322.3,0.0,NaN,463886.82,1091392.63,14582.42,18944.35,47074.36,45118.81,99276.9,13222.16,16834.74,8782.05,4751.79,4322.3,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141408.jpg
LUIS ANTONIO FRANCISCATTO COVATTI,M,25/07/1987,89 dias,0 dias,3 dias,33 reuniões,1 reuniões,12 reuniões,351828.2,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,15105.4,699.78,NaN,456818.34,1087781.16,39901.49,64904.76,45888.49,45547.51,61494.69,34354.07,35673.58,7646.43,612.0,15105.4,699.78,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178963.jpg
