nome,genero,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presença_comissao,ausencia_justificada_comissao,ausencia_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem,avatar
JOÃO CHRISÓSTOMO DE MOURA,M,23/06/1959,89 dias,0 dias,3 dias,68 reuniões,0 reuniões,35 reuniões,365673.93,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,15905.04,25148.01,440.02,NaN,494087.82999999996,1064563.22,43569.56,50409.86,41654.5,41798.47,49488.53,35493.95,36213.06,25552.93,15905.04,25148.01,440.02,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204378.jpg
CRISTIANO DUTRA VALE,M,10/04/1970,80 dias,12 dias,0 dias,25 reuniões,5 reuniões,3 reuniões,326454.65,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,5398.27,225.36,NaN,467014.74,1053658.38,20452.98,49639.93,30338.48,43108.68,49829.99,38126.87,26721.78,30470.89,32141.42,5398.27,225.36,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/135054.jpg
JOSIAS MARIO DA VITORIA,M,02/06/1971,89 dias,0 dias,3 dias,0 reuniões,0 reuniões,0 reuniões,334991.49,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,22865.71,3412.95,24.72,NaN,411663.01,1103849.8,39721.75,61373.19,36361.78,48373.97,37143.23,27515.03,30632.01,27567.15,22865.71,3412.95,24.72,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204355.jpg
DAGOBERTO NOGUEIRA FILHO,M,21/07/1955,80 dias,10 dias,2 dias,4 reuniões,0 reuniões,0 reuniões,382366.83,33561.82,43913.03,45172.41,46082.3,39158.72,43879.61,41129.03,39015.61,31905.09,18549.21,0.0,NaN,445971.24,1111346.73,33561.82,43913.03,45172.41,46082.3,39158.72,43879.61,41129.03,39015.61,31905.09,18549.21,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141411.jpg
DAMIÃO FELICIANO DA SILVA,M,28/04/1952,81 dias,10 dias,1 dias,29 reuniões,7 reuniões,24 reuniões,275855.02,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,7220.8,584.75,NaN,465064.24,1061513.65,33696.89,30513.3,45137.92,53251.62,39985.25,21830.0,19723.61,12971.79,10939.09,7220.8,584.75,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74467.jpg
FREDERICO DE CASTRO ESCALEIRA,M,24/03/1977,83 dias,0 dias,9 dias,24 reuniões,0 reuniões,56 reuniões,309442.84,31170.62,36914.75,41257.27,38087.59,42514.0,33769.22,28862.16,24728.5,11486.99,20435.08,216.66,NaN,411903.25,1106826.4,31170.62,36914.75,41257.27,38087.59,42514.0,33769.22,28862.16,24728.5,11486.99,20435.08,216.66,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204518.jpg
JAZIEL PEREIRA DE SOUSA,M,03/05/1961,69 dias,3 dias,20 dias,12 reuniões,1 reuniões,26 reuniões,324091.32,53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,0.0,0.0,NaN,466969.47,1115897.66,53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,0.0,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204481.jpg
ANTONIO ELIZABETH GONÇALO DE SOUSA,M,08/07/1953,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/212625.jpgmaior.jpg
AGRIPINO RODRIGUES GOMES MAGALHÃES,M,23/06/1954,31 dias,0 dias,0 dias,4 reuniões,0 reuniões,0 reuniões,162843.04,NaN,NaN,NaN,NaN,NaN,48546.6,35623.08,54513.11,24160.25,0.0,NaN,NaN,166976.96000000002,0.0,NaN,NaN,NaN,NaN,NaN,48546.6,35623.08,54513.11,24160.25,0.0,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/213854.jpgmaior.jpg
JOÃO ANTONIO HOLANDA CALDAS,M,21/03/1990,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/213679.jpgmaior.jpg
LEONARDO RIBEIRO ALBUQUERQUE,M,14/06/1978,91 dias,0 dias,1 dias,27 reuniões,1 reuniões,2 reuniões,309486.03,42371.4,34110.23,43935.6,51992.4,41703.89,36956.95,29525.44,11128.25,9478.35,7998.45,285.07,NaN,433708.33,1047250.04,42371.4,34110.23,43935.6,51992.4,41703.89,36956.95,29525.44,11128.25,9478.35,7998.45,285.07,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204439.jpg
LUIZ ALBERTO OVANDO,M,25/09/1949,86 dias,5 dias,1 dias,70 reuniões,0 reuniões,12 reuniões,340623.23,40038.05,41231.34,52947.39,46480.82,47335.38,30870.88,29474.27,27038.62,21398.59,3657.89,150.0,NaN,445971.24,973451.59,40038.05,41231.34,52947.39,46480.82,47335.38,30870.88,29474.27,27038.62,21398.59,3657.89,150.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204351.jpg
SINVAL MALHEIROS PINTO JÚNIOR,M,23/02/1951,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/178830.jpgmaior.jpg
ZACARIAS CALIL HAMU,M,05/11/1953,82 dias,6 dias,4 dias,85 reuniões,6 reuniões,26 reuniões,226885.05,25614.66,32870.88,33504.56,32975.66,32600.29,18394.14,17770.75,7364.25,5362.04,20231.91,195.91,NaN,390622.76,806210.41,25614.66,32870.88,33504.56,32975.66,32600.29,18394.14,17770.75,7364.25,5362.04,20231.91,195.91,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204412.jpg
EDILAZIO GOMES DA SILVA JUNIOR,M,04/05/1981,87 dias,5 dias,0 dias,12 reuniões,1 reuniões,0 reuniões,265830.92,29645.7,67991.37,21709.65,54054.0,19692.5,28378.82,18023.27,5308.77,14235.23,6791.61,0.0,NaN,463668.58999999997,1113908.02,29645.7,67991.37,21709.65,54054.0,19692.5,28378.82,18023.27,5308.77,14235.23,6791.61,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204562.jpg
ÉDIO VIEIRA LOPES,M,04/01/1952,71 dias,5 dias,16 dias,18 reuniões,2 reuniões,5 reuniões,343353.54,42432.81,39836.4,47117.63,54268.93,97784.62,14519.68,22739.81,16760.34,878.14,7015.18,0.0,NaN,506969.57999999996,1109839.83,42432.81,39836.4,47117.63,54268.93,97784.62,14519.68,22739.81,16760.34,878.14,7015.18,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141417.jpg
EDMILSON BRITO RODRIGUES,M,26/05/1957,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/134812.jpgmaior.jpg
EDUARDO PEDROSA CURY,M,19/09/1963,88 dias,3 dias,1 dias,73 reuniões,1 reuniões,3 reuniões,325404.73,44245.79,43411.0,38868.35,28628.41,38316.02,37405.99,32488.4,25399.98,15738.89,20851.87,50.03,NaN,416208.12,989725.85,44245.79,43411.0,38868.35,28628.41,38316.02,37405.99,32488.4,25399.98,15738.89,20851.87,50.03,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178977.jpg
JOSE EDUARDO PEREIRA DA COSTA,M,16/02/1968,83 dias,9 dias,0 dias,10 reuniões,6 reuniões,9 reuniões,327904.71,37602.77,27632.71,45130.56,42628.52,64988.16,22063.45,21894.85,13694.3,16136.05,36133.34,0.0,NaN,464501.95,1112028.74,37602.77,27632.71,45130.56,42628.52,64988.16,22063.45,21894.85,13694.3,16136.05,36133.34,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204500.jpg
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,17/10/1972,84 dias,3 dias,5 dias,2 reuniões,1 reuniões,40 reuniões,312968.63,32850.43,40394.52,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16448.58,10669.23,0.0,NaN,458444.80000000005,1055312.52,32850.43,40394.52,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16448.58,10669.23,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141421.jpg
EFRAIM DE ARAÚJO MORAIS FILHO,M,18/03/1979,73 dias,9 dias,10 dias,6 reuniões,5 reuniões,14 reuniões,259626.75,31920.25,54289.28,52463.46,51650.4,42763.1,7412.58,9627.39,8755.96,1.36,558.52,184.45,NaN,464774.3,1115589.62,31920.25,54289.28,52463.46,51650.4,42763.1,7412.58,9627.39,8755.96,1.36,558.52,184.45,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/141422.jpg
EDUARDO LUIZ BARROS BARBOSA,M,25/08/1958,92 dias,0 dias,0 dias,90 reuniões,0 reuniões,17 reuniões,244658.9,22913.32,25992.8,30951.65,37263.0,34686.06,29255.32,23832.28,9244.83,5608.98,24569.12,341.54,NaN,405749.1,1114565.19,22913.32,25992.8,30951.65,37263.0,34686.06,29255.32,23832.28,9244.83,5608.98,24569.12,341.54,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74655.jpg
EDUARDO HENRIQUE MAIA BISMARCK,M,14/11/1981,81 dias,11 dias,0 dias,72 reuniões,7 reuniões,9 reuniões,384464.17,42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,31221.24,51.91,NaN,522801.29,1081811.75,42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,31221.24,51.91,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204541.jpg
EDUARDO NANTES BOLSONARO,M,10/07/1984,76 dias,14 dias,2 dias,27 reuniões,6 reuniões,12 reuniões,289240.67,19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.4,29120.22,20452.3,7817.74,381.45,NaN,420738.62,1098174.63,19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.4,29120.22,20452.3,7817.74,381.45,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/92346.jpg
EDUARDO SALIM BRAIDE,M,12/01/1976,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/204552.jpgmaior.jpg
ELEUSES VIEIRA DE PAIVA,M,13/06/1953,44 dias,0 dias,2 dias,29 reuniões,0 reuniões,9 reuniões,98399.26,NaN,NaN,NaN,3388.53,34380.85,23473.87,22274.38,14881.63,NaN,NaN,NaN,NaN,140314.09999999998,0.0,NaN,NaN,NaN,3388.53,34380.85,23473.87,22274.38,14881.63,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/154919.jpgmaior.jpg
ELI DIAS BORGES,M,01/09/1960,81 dias,0 dias,11 dias,6 reuniões,0 reuniões,11 reuniões,387768.57,31188.98,46066.46,51592.15,46239.19,48724.2,43313.71,41770.08,35826.39,32457.67,10263.37,326.37,NaN,434539.71,1104364.78,31188.98,46066.46,51592.15,46239.19,48724.2,43313.71,41770.08,35826.39,32457.67,10263.37,326.37,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204364.jpg
ELMAR JOSE VIEIRA NASCIMENTO,M,06/07/1970,68 dias,24 dias,0 dias,1 reuniões,0 reuniões,0 reuniões,384164.26,11585.43,41325.81,49088.47,60314.77,42793.2,47062.33,37636.26,44696.62,35299.91,14361.46,0.0,NaN,441586.65,1088843.14,11585.43,41325.81,49088.47,60314.77,42793.2,47062.33,37636.26,44696.62,35299.91,14361.46,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178854.jpg
ELIAS VAZ DE ANDRADE,M,04/07/1966,82 dias,9 dias,1 dias,81 reuniões,5 reuniões,14 reuniões,164542.76,15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,13333.14,0.0,NaN,405146.83999999997,1074212.44,15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,13333.14,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204389.jpg
ADRIANO ELI CORRÊA,M,13/01/1976,82 dias,0 dias,10 dias,42 reuniões,0 reuniões,27 reuniões,259050.2,22593.3,23225.37,28285.66,57687.8,56126.53,30297.57,22196.45,6522.28,421.69,11693.55,0.0,NaN,407784.35,1048068.72,22593.3,23225.37,28285.66,57687.8,56126.53,30297.57,22196.45,6522.28,421.69,11693.55,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160532.jpg
nome,genero,data_nascimento,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presença_comissao,ausencia_justificada_comissao,ausencia_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem,avatar
RENATA HELLMEISTER DE ABREU,F,15/04/1982,48 dias,14 dias,0 dias,5 reuniões,10 reuniões,18 reuniões,198800.92,31109.86,31679.38,42089.94,31671.65,42896.72,3728.86,NaN,NaN,NaN,13907.42,1717.09,NaN,260818.31,1073067.29,31109.86,31679.38,42089.94,31671.65,42896.72,3728.86,NaN,NaN,NaN,13907.42,1717.09,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178989.jpg
TABATA CLAUDIA AMARAL DE PONTES,F,14/11/1993,88 dias,1 dias,3 dias,137 reuniões,0 reuniões,8 reuniões,282707.99,38950.69,27888.06,35331.21,32068.77,49942.23,49334.59,25146.0,5016.41,3076.08,15953.95,0.0,NaN,409169.39,744732.36,38950.69,27888.06,35331.21,32068.77,49942.23,49334.59,25146.0,5016.41,3076.08,15953.95,0.0,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204534.jpg
SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,F,11/04/1984,53 dias,35 dias,4 dias,0 reuniões,0 reuniões,3 reuniões,369814.95,47717.67,50310.81,47454.5,20489.75,41030.4,35713.64,41489.54,36394.17,37347.57,11866.9,0.0,NaN,501737.83,1045548.64,47717.67,50310.81,47454.5,20489.75,41030.4,35713.64,41489.54,36394.17,37347.57,11866.9,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178961.jpg
TALIRIA PETRONE SOARES,F,09/04/1985,76 dias,14 dias,2 dias,27 reuniões,19 reuniões,31 reuniões,273502.65,35801.22,32189.96,31865.89,45403.28,29413.08,37323.98,24098.94,23355.39,10439.8,3279.24,331.87,NaN,393666.65,1114287.26,35801.22,32189.96,31865.89,45403.28,29413.08,37323.98,24098.94,23355.39,10439.8,3279.24,331.87,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204464.jpg
SORAYA ALENCAR DOS SANTOS,F,04/12/1958,90 dias,2 dias,0 dias,29 reuniões,0 reuniões,16 reuniões,241305.75,30377.64,25882.69,44839.17,32605.66,18501.89,34461.17,25720.88,19262.46,5904.46,3618.71,131.02,NaN,408243.11,1088262.38,30377.64,25882.69,44839.17,32605.66,18501.89,34461.17,25720.88,19262.46,5904.46,3618.71,131.02,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178946.jpg
SAMIA DE SOUZA BOMFIM,F,22/08/1989,78 dias,14 dias,0 dias,32 reuniões,0 reuniões,3 reuniões,312644.24,29863.31,33173.07,52100.08,33373.57,49527.82,25800.86,31637.36,25034.27,10727.26,21406.64,0.0,NaN,407478.82999999996,1089070.53,29863.31,33173.07,52100.08,33373.57,49527.82,25800.86,31637.36,25034.27,10727.26,21406.64,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204535.jpg
ROSANA DE OLIVEIRA VALLE,F,08/05/1969,87 dias,3 dias,2 dias,43 reuniões,2 reuniões,2 reuniões,335897.49,21183.33,29131.46,53484.17,52840.25,41134.85,34551.95,41195.46,29621.86,20867.06,11662.38,224.72,NaN,411673.25,1050130.62,21183.33,29131.46,53484.17,52840.25,41134.85,34551.95,41195.46,29621.86,20867.06,11662.38,224.72,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204525.jpg
ROSIANE MODESTO  DE OLIVEIRA,F,20/02/1978,77 dias,9 dias,6 dias,0 reuniões,0 reuniões,4 reuniões,197740.44,16532.25,28174.06,22572.8,28359.47,28108.83,26531.02,14867.91,6958.44,8464.46,17101.98,69.22,NaN,445971.24,1056422.1,16532.25,28174.06,22572.8,28359.47,28108.83,26531.02,14867.91,6958.44,8464.46,17101.98,69.22,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204357.jpg
SILVIA CRISTINA AMANCIO CHAGAS,F,15/01/1974,89 dias,2 dias,1 dias,55 reuniões,5 reuniões,30 reuniões,325523.93,38497.24,41381.49,41593.07,52095.78,77841.57,30489.93,21356.3,8189.34,4412.39,7253.38,2413.44,NaN,490049.07999999996,1112657.25,38497.24,41381.49,41593.07,52095.78,77841.57,30489.93,21356.3,8189.34,4412.39,7253.38,2413.44,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204360.jpg
ROSANGELA DE SOUZA GOMES,F,27/12/1966,77 dias,15 dias,0 dias,2 reuniões,0 reuniões,0 reuniões,310056.73,35619.36,53038.08,41099.12,30910.68,40356.2,24832.33,27594.88,28932.93,13329.32,14284.92,58.91,NaN,393359.67,1114958.7,35619.36,53038.08,41099.12,30910.68,40356.2,24832.33,27594.88,28932.93,13329.32,14284.92,58.91,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178945.jpg
TEREZA CRISTINA CORREA DA COSTA DIAS,F,06/07/1954,63 dias,2 dias,4 dias,59 reuniões,1 reuniões,6 reuniões,133726.95,NaN,NaN,0.04,21629.55,17413.02,24574.99,29064.98,17058.41,14118.74,5961.69,3905.53,NaN,325650.55000000005,682604.66,NaN,NaN,0.04,21629.55,17413.02,24574.99,29064.98,17058.41,14118.74,5961.69,3905.53,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/178901.jpg
ERONILDES VASCONCELOS CARVALHO,F,02/06/1972,24 dias,0 dias,0 dias,8 reuniões,0 reuniões,1 reuniões,111514.38,25075.35,37354.36,49084.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116036.01000000001,329594.78,25075.35,37354.36,49084.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/178862.jpgmaior.jpg
TEREZA NELMA DA SILVA PORTO VIANA SOARES,F,07/10/1957,79 dias,13 dias,0 dias,101 reuniões,49 reuniões,36 reuniões,358627.21,42581.54,41297.61,47878.77,54271.73,56885.66,33460.03,30126.11,27479.91,24072.7,573.15,0.0,NaN,455753.61,1096693.18,42581.54,41297.61,47878.77,54271.73,56885.66,33460.03,30126.11,27479.91,24072.7,573.15,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204466.jpg
ELIZA VIRGINIA DE SOUZA FERNANDES,F,02/04/1972,16 dias,0 dias,1 dias,8 reuniões,0 reuniões,3 reuniões,112124.02,NaN,NaN,NaN,NaN,NaN,NaN,5603.62,27115.41,16470.04,57234.95,5700.0,NaN,185756.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5603.62,27115.41,16470.04,57234.95,5700.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/220008.jpg
VIVIANE DA COSTA REIS,F,05/08/1991,81 dias,11 dias,0 dias,79 reuniões,18 reuniões,20 reuniões,360225.39,50505.11,33624.12,47121.22,42779.32,38398.45,36910.98,40803.83,27107.07,21698.14,21089.09,188.06,NaN,464501.95,1108885.82,50505.11,33624.12,47121.22,42779.32,38398.45,36910.98,40803.83,27107.07,21698.14,21089.09,188.06,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/215044.jpg
ELCIONE THEREZINHA ZAHLUTH BARBALHO,F,05/10/1944,74 dias,5 dias,13 dias,10 reuniões,2 reuniões,16 reuniões,322904.6,18282.77,21903.47,42172.9,54698.46,50424.42,44680.57,25428.51,30182.96,15955.03,18147.74,1027.77,NaN,469733.69999999995,1090868.22,18282.77,21903.47,42172.9,54698.46,50424.42,44680.57,25428.51,30182.96,15955.03,18147.74,1027.77,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/74075.jpg
ELIANE DE SOUSA ALVES MACHADO,F,13/01/1977,15 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,57662.57,31627.91,17478.5,8556.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86036.59,0.0,31627.91,17478.5,8556.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/218086.jpgmaior.jpg
FERNANDA MELCHIONNA E SILVA,F,02/02/1984,88 dias,1 dias,3 dias,54 reuniões,0 reuniões,8 reuniões,295058.41,20500.17,21194.89,56736.14,41442.21,70363.57,28035.03,34736.5,7126.13,2238.54,12267.64,417.59,NaN,449634.89999999997,1089686.56,20500.17,21194.89,56736.14,41442.21,70363.57,28035.03,34736.5,7126.13,2238.54,12267.64,417.59,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204407.jpg
ÉRIKA JUCÁ KOKAY,F,15/08/1957,90 dias,1 dias,1 dias,132 reuniões,1 reuniões,16 reuniões,219455.01,21175.36,26961.36,57030.55,8623.76,69810.79,1267.02,375.92,393.19,354.58,33212.46,250.02,NaN,338675.26,1104968.28,21175.36,26961.36,57030.55,8623.76,69810.79,1267.02,375.92,393.19,354.58,33212.46,250.02,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160575.jpg
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,F,26/04/1969,86 dias,6 dias,0 dias,123 reuniões,3 reuniões,1 reuniões,280484.36,31961.04,33702.59,35431.93,33636.11,33829.17,29972.17,26739.93,26234.48,22945.49,5992.05,39.4,NaN,390577.66,1110232.7,31961.04,33702.59,35431.93,33636.11,33829.17,29972.17,26739.93,26234.48,22945.49,5992.05,39.4,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/160598.jpg
GLEISI HELENA HOFFMANN,F,06/09/1965,66 dias,26 dias,0 dias,3 reuniões,1 reuniões,4 reuniões,354682.78,48759.04,47652.4,59416.08,55375.62,43129.42,20852.42,26211.68,23293.93,17899.82,12092.37,0.0,NaN,427545.36000000004,1115264.2,48759.04,47652.4,59416.08,55375.62,43129.42,20852.42,26211.68,23293.93,17899.82,12092.37,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/107283.jpg
MARIA GORETE PEREIRA,F,10/04/1952,0 dias,0 dias,0 dias,0 reuniões,0 reuniões,1 reuniões,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaNNaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/129618.jpgmaior.jpg
GREYCE DE QUEIROZ ELIAS,F,15/12/1981,77 dias,12 dias,3 dias,28 reuniões,4 reuniões,17 reuniões,170916.04,14671.44,18523.74,21705.97,35221.54,45590.67,15599.72,12425.68,2786.62,2040.22,2184.36,166.08,NaN,406942.03,1068635.25,14671.44,18523.74,21705.97,35221.54,45590.67,15599.72,12425.68,2786.62,2040.22,2184.36,166.08,NaN,33763.0,,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/198197.jpg
IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,F,23/04/1966,35 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,160050.65,33126.14,37905.45,54717.25,-799.73,NaN,NaN,NaN,17561.17,8098.8,9441.57,0.0,NaN,288256.23,1112345.63,33126.14,37905.45,54717.25,-799.73,NaN,NaN,NaN,17561.17,8098.8,9441.57,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/67138.jpg
FLÁVIA CAROLINA PÉRES,F,21/01/1980,60 dias,5 dias,4 dias,0 reuniões,1 reuniões,3 reuniões,82424.34,NaN,NaN,0.0,6864.73,10563.71,18634.34,15284.18,16185.53,14441.81,450.04,0.0,NaN,247302.46,584981.55,NaN,NaN,0.0,6864.73,10563.71,18634.34,15284.18,16185.53,14441.81,450.04,0.0,NaN,33763.0,0,https://www.camara.leg.br/internet/deputado/bandep/pagina_do_deputado/204354.jpg
